           7.095	           1.970	           2.131	           1.971	           3.031
           7.101	           1.969	           1.972	           1.968	           3.030
           7.289	           1.969	           1.969	           2.023	           3.032
           7.589	           1.968	           2.310	           2.023	           3.506
           7.492	           2.024	           2.026	           2.025	           3.031
           7.490	           2.276	           2.024	           2.023	           3.034
           8.435	           2.024	           2.024	           2.023	           3.117
           7.286	           2.024	           2.023	           2.023	           3.115
           7.296	           1.968	           2.025	           2.022	           3.115
           7.289	           1.966	           1.970	           1.969	           3.114
           7.293	           1.969	           1.969	           1.970	           3.115
           7.496	           2.279	           2.024	           1.969	           3.424
           7.494	           2.396	           2.023	           1.968	           3.031
           8.463	           2.024	           2.024	           2.025	           3.115
           7.496	           2.025	           2.027	           2.023	           3.031
           7.492	           2.025	           2.023	           2.023	           3.030
           7.289	           2.024	           2.277	           2.025	           3.031
           7.335	           2.024	           1.980	           2.022	           3.031
           7.527	           2.023	           2.023	           2.025	           3.032
           7.500	           2.024	           2.022	           2.023	           3.032
           9.267	           2.025	           2.246	           2.023	           3.032
           7.494	           2.025	           2.024	           2.023	           3.116
           7.494	           2.028	           2.279	           2.023	           3.116
           7.284	           2.025	           2.277	           2.024	           3.030
           7.292	           2.026	           1.970	           2.023	           3.031
           7.496	           2.028	           2.024	           2.024	           3.034
           7.494	           2.024	           2.278	           2.023	           3.031
           7.486	           2.025	           2.025	           2.277	           3.031
           8.412	           2.023	           2.023	           2.278	           3.115
           7.488	           2.024	           2.026	           2.024	           3.134
           9.000	           2.277	           2.025	           2.276	           3.032
           7.287	           2.025	           2.275	           2.024	           3.030
           7.289	           2.279	           2.024	           2.023	           3.118
           7.294	           1.969	           1.971	           2.026	           3.115
           7.291	           1.969	           1.966	           2.604	           3.118
           7.286	           1.969	           1.968	           2.025	           3.119
           7.291	           1.969	           1.970	           1.969	           3.031
           7.280	           2.275	           1.969	           1.969	           4.005
           7.290	           1.970	           1.969	           1.969	           3.031
           7.286	           1.969	           1.968	           1.970	           3.030
           8.434	           1.970	           1.969	           1.970	           3.116
           7.292	           1.981	           1.969	           1.968	           3.504
           7.294	           1.969	           2.022	           1.970	           4.006
           8.423	           2.024	           2.025	           1.968	           3.032
           7.742	           2.023	           1.967	           1.972	           3.030
           7.306	           2.247	           1.968	           1.969	           3.034
           7.290	           2.025	           2.022	           1.969	           3.120
           7.297	           2.022	           2.022	           2.026	           3.035
           7.499	           1.968	           2.024	           2.023	           3.115
           7.489	           1.969	           2.023	           1.969	           3.135
           7.286	           2.024	           2.023	           1.968	           3.208
           8.433	           2.704	           2.024	           2.276	           3.402
           7.492	           2.023	           2.024	           2.023	           3.404
           7.508	           2.689	           2.024	           1.970	           3.300
           7.285	           2.023	           1.970	           1.969	           3.115
           7.289	           2.023	           1.969	           1.968	           3.115
           7.289	           2.024	           1.968	           2.024	           3.116
           7.290	           2.278	           1.970	           2.276	           3.116
           7.285	           2.022	           2.023	           2.023	           3.114
           7.290	           2.024	           2.276	           2.024	           3.114
           7.301	           1.967	           1.969	           2.024	           3.117
           7.298	           1.969	           1.969	           2.024	           3.118
           8.436	           2.278	           1.969	           2.024	           3.118
           7.292	           2.025	           2.594	           2.026	           3.116
           8.437	           2.023	           2.075	           2.023	           3.032
           7.290	           2.024	           2.024	           2.023	           3.033
           7.291	           2.023	           2.022	           2.022	           3.033
           7.493	           2.025	           1.971	           2.023	           3.115
           7.497	           2.024	           1.967	           2.024	           3.114
           7.494	           2.029	           1.968	           2.024	           3.115
           7.496	           2.020	           1.968	           2.023	           3.116
           7.496	           2.023	           1.968	           2.023	           3.030
           7.493	           2.274	           2.278	           2.024	           3.031
           7.298	           1.970	           2.028	           2.024	           3.506
           7.489	           2.280	           1.972	           2.022	           3.118
           7.526	           1.968	           1.970	           1.969	           3.116
           7.291	           2.278	           1.967	           1.968	           3.031
           7.294	           2.025	           1.968	           1.969	           3.033
           7.290	           2.022	           1.970	           1.971	           3.030
           7.296	           1.969	           2.277	           1.969	           3.030
           7.291	           1.968	           2.275	           1.969	           3.115
           7.288	           1.970	           2.024	           1.968	           3.116
           7.315	           1.970	           2.023	           2.022	           3.115
           7.291	           1.969	           1.968	           2.021	           3.031
           7.499	           2.275	           1.969	           1.968	           3.035
           7.494	           1.965	           1.970	           1.971	           3.031
           7.499	           2.025	           2.024	           2.023	           3.041
           7.494	           2.023	           2.025	           2.022	           3.118
           7.491	           1.970	           2.024	           2.024	           3.115
           7.490	           2.248	           3.412	           2.278	           3.032
           7.490	           2.276	           2.022	           2.024	           3.030
           7.298	           2.024	           2.276	           1.970	           3.504
           8.436	           1.970	           2.025	           1.969	           3.030
           7.286	           1.968	           2.277	           2.024	           3.032
           7.301	           2.023	           2.025	           2.023	           3.506
           7.491	           2.024	           2.023	           2.023	           3.037
           7.493	           2.022	           3.297	           2.022	           3.115
           7.488	           2.022	           1.920	           2.024	           3.116
           7.501	           2.024	           2.605	           1.968	           3.030
           7.496	           2.023	           1.968	           1.968	           3.504
           7.488	           1.968	           1.969	           2.275	           3.504
